16850,129,57,17,168
16900,129,57,17,146
16950,129,57,17,103
17000,126,57,17,64
17050,123,57,17,52
17100,117,57,17,77
17150,112,57,17,132
17200,112,57,17,192
17250,115,57,17,229
17300,119,57,17,226
17350,126,57,17,187
17400,131,57,17,130
17450,135,57,17,82
17500,135,57,17,62
17550,134,57,17,78
17600,130,57,17,117
17650,130,57,17,155
17700,130,57,17,169
17750,130,57,17,152
17800,130,57,17,111
17850,130,57,17,70
17900,126,57,17,51
17950,119,57,17,70
18000,114,57,17,121
18050,113,57,17,183
18100,113,57,17,225
18150,121,57,17,230
18200,129,57,17,196
18250,135,57,17,140
18300,139,57,17,89
18350,139,57,17,63
18400,135,57,17,73
18450,131,57,17,109
18500,128,57,17,149
18550,128,57,17,169
18600,129,57,17,157
18650,129,57,17,119
18700,129,57,17,76
18750,126,57,17,52
18800,120,57,17,64
18850,115,57,17,110
18900,111,57,17,172
18950,111,57,17,220
19000,115,57,17,232
19050,122,57,17,204
19100,128,57,17,151
19150,133,57,17,96
19200,133,57,17,65
19250,133,57,17,68
19300,129,57,17,101
19350,129,57,17,143
19400,129,57,17,168
19450,129,57,17,161
19500,129,57,17,127
19550,127,57,17,83
19600,125,57,17,54
19650,119,57,17,59
19700,114,57,17,100
19750,110,57,17,161
19800,108,57,17,214
19850,114,57,17,233
19900,123,57,17,211
19950,130,57,17,161
20000,136,57,17,105
20050,136,57,17,68
20100,135,57,17,65
20150,131,57,17,94
20200,128,57,17,136
20250,126,57,17,165
20300,127,57,17,165
20350,128,57,17,134
20400,129,57,17,90
20450,126,57,17,57
20500,123,57,17,55
20550,117,57,17,91
20600,112,57,17,150
20650,112,57,17,206
20700,113,57,17,232
20750,117,57,17,218
20800,124,57,17,171
20850,130,57,17,114
20900,134,57,17,72
20950,134,57,17,63
21000,133,57,17,87
21050,129,57,17,129
21100,126,57,17,162
21150,127,57,17,167
21200,128,57,17,141
21250,129,57,17,98
21300,129,57,17,61
21350,125,57,17,53
21400,118,57,17,82
21450,113,57,17,139
21500,109,57,17,198
21550,114,57,17,231
21600,120,57,17,223
21650,128,57,17,181
21700,134,57,17,124
21750,139,57,17,78
21800,138,57,17,62
21850,133,57,17,81
21900,129,57,17,121
21950,126,57,17,158
22000,127,57,17,169
22050,128,57,17,148
22100,129,57,17,106
22150,129,57,17,66
22200,125,57,17,51
22250,118,57,17,74
22300,113,57,17,128
22350,112,57,17,189
22400,112,57,17,228
22450,117,57,17,227
22500,124,57,17,190
22550,130,57,17,134
22600,134,57,17,84
22650,134,57,17,62
22700,134,57,17,76
22750,130,57,17,114
22800,127,57,17,153
22850,125,57,17,169
22900,126,57,17,154
22950,127,57,17,114
23000,128,57,17,72
23050,126,57,17,51
23100,119,57,17,68
23150,114,57,17,117
23200,113,57,17,179
23250,113,57,17,223
23300,116,57,17,230
23350,124,57,17,199
23400,130,57,17,144
23450,131,57,17,91
23500,132,57,17,64
23550,132,57,17,71
23600,129,57,17,106
23650,126,57,17,147
23700,126,57,17,169
23750,127,57,17,159
23800,128,57,17,122
23850,129,57,17,78
23900,126,57,17,53
23950,123,57,17,62
24000,117,57,17,107
24050,112,57,17,168
24100,112,57,17,218
24150,116,57,17,232
24200,120,57,17,207
24250,127,57,17,154
24300,132,57,17,99
24350,133,57,17,66
24400,133,57,17,67
24450,129,57,17,99
24500,126,57,17,141
24550,124,57,17,167
24600,126,57,17,163
24650,127,57,17,130
24700,128,57,17,85
24750,126,57,17,55
24800,120,57,17,57
24850,115,57,17,97
24900,111,57,17,158
24950,111,57,17,211
25000,115,57,17,233
25050,122,57,17,214
25100,128,57,17,164
25150,133,57,17,108
25200,136,57,17,70
25250,135,57,17,64
25300,131,57,17,92
25350,128,57,17,134
25400,128,57,17,164
25450,129,57,17,166
25500,129,57,17,137
25550,129,57,17,93
25600,126,57,17,58
25650,123,57,17,54
25700,117,57,17,88
25750,112,57,17,147
25800,112,57,17,204
25850,116,57,17,232
25900,120,57,17,220
25950,127,57,17,174
26000,132,57,17,117
26050,136,57,17,74
26100,135,57,17,63
26150,134,57,17,85
26200,130,57,17,126
26250,127,57,17,161
26300,128,57,17,168
26350,129,57,17,144
26400,129,57,17,101
26450,126,57,17,63
26500,123,57,17,52
26550,117,57,17,79
26600,112,57,17,135
26650,109,57,17,195
26700,110,57,17,230
26750,115,57,17,225
26800,123,57,17,184
26850,129,57,17,127
26900,130,57,17,80
26950,130,57,17,62
27000,130,57,17,79
27050,127,57,17,119
27100,125,57,17,156
27150,124,57,17,169
27200,126,57,17,150
27250,127,57,17,109
27300,125,57,17,68
27350,122,57,17,51
27400,116,57,17,72
27450,112,57,17,124
27500,112,57,17,185
27550,112,57,17,226
27600,116,57,17,229
27650,124,57,17,193
27700,130,57,17,137
27750,134,57,17,87
27800,134,57,17,63
27850,134,57,17,74
27900,130,57,17,111
27950,127,57,17,151
28000,127,57,17,169
28050,128,57,17,155
28100,129,57,17,117
28150,129,57,17,74
28200,126,57,17,52
28250,119,57,17,65
28300,114,57,17,114
28350,110,57,17,175
28400,110,57,17,222
28450,114,57,17,231
28500,122,57,17,202
28550,128,57,17,148
28600,133,57,17,94
28650,133,57,17,64
28700,133,57,17,70
28750,129,57,17,104
28800,126,57,17,145
28850,124,57,17,168
28900,126,57,17,160
28950,127,57,17,125
29000,128,57,17,81
29050,126,57,17,53
29100,120,57,17,60
29150,115,57,17,103
29200,111,57,17,165
29250,111,57,17,216
29300,115,57,17,233
29350,122,57,17,209
29400,128,57,17,158
29450,133,57,17,102
29500,133,57,17,67
29550,130,57,17,66
29600,127,57,17,96
29650,125,57,17,138
29700,125,57,17,166
29750,126,57,17,164
29800,127,57,17,132
29850,128,57,17,88
29900,126,57,17,56
29950,123,57,17,56
30000,117,57,17,94
30050,112,57,17,154
30100,112,57,17,209
30150,116,57,17,233
30200,120,57,17,216
30250,127,57,17,168
30300,132,57,17,111
30350,133,57,17,71
30400,133,57,17,64
30450,129,57,17,89
30500,126,57,17,131
30550,124,57,17,163
30600,126,57,17,167
30650,127,57,17,139
30700,128,57,17,96
30750,128,57,17,60
30800,125,57,17,53
30850,118,57,17,85
30900,113,57,17,143
30950,109,57,17,201
31000,110,57,17,231
31050,115,57,17,222
31100,123,57,17,178
31150,129,57,17,121
31200,133,57,17,76
31250,133,57,17,62
31300,129,57,17,83
31350,126,57,17,124
31400,124,57,17,159
31450,126,57,17,169
31500,127,57,17,146
31550,128,57,17,104
31600,126,57,17,64
31650,123,57,17,52
31700,117,57,17,77
31750,112,57,17,131
31800,109,57,17,192
31850,110,57,17,229
31900,115,57,17,226
31950,123,57,17,187
32000,129,57,17,131
32050,133,57,17,82
32100,133,57,17,62
32150,132,57,17,77
32200,129,57,17,116
32250,126,57,17,154
32300,126,57,17,169
32350,127,57,17,152
32400,128,57,17,112
32450,128,57,17,70
32500,125,57,17,51
32550,121,57,17,70
32600,115,57,17,121
32650,111,57,17,182
32700,111,57,17,225
32750,115,57,17,230
32800,123,57,17,196
32850,129,57,17,141
32900,133,57,17,89
32950,133,57,17,63
33000,130,57,17,72
33050,127,57,17,109
33100,125,57,17,149
33150,125,57,17,169
33200,126,57,17,157
33250,127,57,17,120
33300,126,57,17,76
33350,124,57,17,52
33400,122,57,17,64
33450,116,57,17,110
33500,112,57,17,172
33550,112,57,17,220
33600,116,57,17,232
33650,123,57,17,204
33700,129,57,17,151
33750,133,57,17,97
33800,133,57,17,65
33850,133,57,17,68
33900,129,57,17,101
33950,126,57,17,143
34000,126,57,17,168
34050,127,57,17,162
34100,128,57,17,127
34150,129,57,17,83
34200,126,57,17,54
34250,123,57,17,59
34300,117,57,17,100
34350,112,57,17,161
34400,112,57,17,213
34450,116,57,17,233
34500,120,57,17,212
34550,127,57,17,161
34600,132,57,17,105
34650,133,57,17,68
34700,133,57,17,65
34750,129,57,17,94
34800,126,57,17,136
34850,124,57,17,165
34900,126,57,17,165
34950,127,57,17,135
35000,128,57,17,91
35050,126,57,17,57
35100,120,57,17,55
35150,115,57,17,90
35200,111,57,17,150
35250,111,57,17,206
35300,115,57,17,232
35350,119,57,17,218
35400,126,57,17,171
35450,131,57,17,115
35500,135,57,17,73
35550,135,57,17,63
35600,134,57,17,87
35650,130,57,17,129
35700,130,57,17,162
35750,130,57,17,167
35800,130,57,17,142
35850,130,57,17,98
35900,127,57,17,61
35950,124,57,17,53
36000,118,57,17,82
36050,113,57,17,139
36100,112,57,17,198
36150,115,57,17,231
36200,119,57,17,223
36250,126,57,17,181
36300,131,57,17,124
36350,135,57,17,78
36400,135,57,17,62
36450,134,57,17,81
36500,130,57,17,121
36550,127,57,17,158
36600,128,57,17,169
36650,129,57,17,148
36700,129,57,17,106
36750,129,57,17,66
36800,125,57,17,51
36850,121,57,17,74
36900,115,57,17,128
36950,114,57,17,188
37000,114,57,17,228
37050,118,57,17,228
37100,125,57,17,190
37150,130,57,17,134
37200,134,57,17,84
37250,134,57,17,62
37300,131,57,17,75
37350,128,57,17,113
37400,126,57,17,153
37450,126,57,17,169
37500,127,57,17,154
37550,128,57,17,114
37600,129,57,17,72
37650,126,57,17,51
37700,119,57,17,67
37750,114,57,17,117
37800,110,57,17,178
37850,110,57,17,223
37900,114,57,17,231
37950,122,57,17,199
38000,128,57,17,145
38050,133,57,17,92
38100,136,57,17,64
38150,131,57,17,71
38200,126,57,17,106
38250,123,57,17,147
38300,123,57,17,169
38350,124,57,17,159
38400,124,57,17,122
38450,124,57,17,79
38500,121,57,17,53
38550,118,57,17,62
38600,112,57,17,106
38650,107,57,17,168
38700,108,57,17,218
38750,113,57,17,232
38800,120,57,17,207
38850,127,57,17,155
38900,132,57,17,100
38950,133,57,17,66
39000,133,57,17,67
39050,129,57,17,98
39100,126,57,17,140
39150,124,57,17,167
39200,126,57,17,163
39250,127,57,17,130
39300,128,57,17,86
39350,128,57,17,55
39400,125,57,17,57
39450,118,57,17,96
39500,113,57,17,157
39550,112,57,17,211
39600,113,57,17,233
39650,117,57,17,214
39700,124,57,17,165
39750,130,57,17,109
39800,131,57,17,70
39850,131,57,17,64
39900,128,57,17,91
39950,126,57,17,133
40000,126,57,17,164
40050,127,57,17,166
40100,128,57,17,137
40150,129,57,17,93
40200,129,57,17,59
40250,125,57,17,54
40300,118,57,17,87
40350,113,57,17,146
40400,112,57,17,203
40450,113,57,17,232
40500,117,57,17,220
40550,124,57,17,175
40600,130,57,17,118
40650,134,57,17,74
40700,134,57,17,63
40750,130,57,17,85
40800,127,57,17,126
40850,125,57,17,161
40900,126,57,17,168
40950,127,57,17,144
41000,128,57,17,101
41050,126,57,17,63
41100,123,57,17,52
41150,117,57,17,79
41200,112,57,17,135
41250,109,57,17,194
41300,110,57,17,230
41350,115,57,17,225
41400,123,57,17,185
41450,129,57,17,128
41500,133,57,17,80
41550,133,57,17,62
41600,129,57,17,79
41650,129,57,17,118
41700,126,57,17,156
41750,127,57,17,169
41800,128,57,17,150
41850,129,57,17,109
41900,129,57,17,68
41950,125,57,17,51
42000,118,57,17,72
42050,113,57,17,124
42100,109,57,17,185
42150,110,57,17,226
42200,114,57,17,229
42250,122,57,17,194
42300,128,57,17,138
42350,133,57,17,87
42400,133,57,17,63
42450,130,57,17,74
42500,130,57,17,111
42550,127,57,17,151
42600,125,57,17,169
42650,126,57,17,156
42700,127,57,17,117
42750,126,57,17,74
42800,124,57,17,52
42850,118,57,17,65
42900,110,57,17,113
42950,111,57,17,175
43000,113,57,17,221
43050,118,57,17,231
43100,127,57,17,202
43150,133,57,17,148
43200,138,57,17,95
43250,138,57,17,64
43300,137,57,17,69
43350,132,57,17,103
43400,129,57,17,144
43450,126,57,17,168
43500,127,57,17,160
43550,128,57,17,125
43600,129,57,17,81
43650,126,57,17,53
43700,123,57,17,60
43750,117,57,17,103
43800,112,57,17,164
43850,112,57,17,215
43900,116,57,17,233
43950,123,57,17,210
44000,129,57,17,158
44050,133,57,17,103
44100,133,57,17,67
44150,133,57,17,66
44200,132,57,17,96
44250,129,57,17,138
44300,129,57,17,166
44350,129,57,17,164
44400,129,57,17,133
44450,129,57,17,88
44500,126,57,17,56
44550,123,57,17,56
44600,117,57,17,93
44650,115,57,17,153
44700,114,57,17,208
44750,117,57,17,233
44800,120,57,17,216
44850,127,57,17,169
44900,132,57,17,112
44950,136,57,17,71
45000,135,57,17,64
0,102,57,17,42
50,77,57,17,59
100,58,57,17,71
150,44,57,16,75
200,33,57,16,69
250,25,57,16,58
300,19,57,17,44
350,15,57,17,33
400,12,57,17,29
450,9,57,17,35
500,7,57,17,51
550,6,57,17,70
600,5,57,17,87
650,4,57,17,94
700,3,57,17,92
750,3,57,17,80
800,3,57,17,62
850,3,57,17,44
900,3,57,17,32
950,3,57,17,30
1000,3,57,17,41
1050,3,57,17,61
1100,3,57,17,86
1150,3,57,17,107
1200,13,57,17,119
1250,32,57,17,120
1300,52,57,17,110
1350,67,57,17,92
1400,77,57,17,71
1450,76,57,17,51
1500,65,57,17,38
1550,49,57,17,35
1600,37,57,17,43
1650,28,57,17,58
1700,22,57,17,74
1750,23,57,17,87
1800,33,57,17,90
1850,45,57,17,84
1900,55,57,17,70
1950,61,57,17,53
2000,57,57,17,37
2050,45,57,17,28
2100,34,57,17,31
2150,26,57,17,45
2200,22,57,17,67
2250,28,57,17,90
2300,43,57,17,108
2350,67,57,17,116
2400,92,57,17,114
2450,111,57,17,101
2500,124,57,17,82
2550,124,57,17,61
2600,114,57,17,44
2650,95,57,17,34
2700,72,57,17,36
2750,54,57,17,47
2800,41,57,17,64
2850,36,57,17,79
2900,40,57,17,88
2950,48,57,17,88
3000,58,57,17,78
3050,61,57,17,62
3100,62,57,17,45
3150,54,57,17,32
3200,41,57,17,28
3250,31,57,17,35
3300,24,57,17,53
3350,20,57,17,76
3400,26,57,17,98
3450,45,57,17,113
3500,69,57,17,116
3550,91,57,17,109
3600,108,57,17,93
3650,114,57,17,73
3700,111,57,17,53
3750,95,57,17,38
3800,74,57,17,34
3850,56,57,17,40
3900,42,57,17,54
3950,32,57,17,71
4000,30,57,17,84
4050,37,57,17,89
4100,46,57,17,85
4150,54,57,17,72
4200,56,57,17,55
4250,53,57,17,39
4300,42,57,17,29
4350,32,57,17,29
4400,24,57,17,42
4450,19,57,17,63
4500,24,57,17,86
4550,37,57,17,106
4600,60,57,17,116
4650,85,57,17,114
4700,104,57,17,103
4750,117,57,17,85
4800,117,57,17,64
4850,107,57,17,46
4900,89,57,17,35
4950,67,57,17,35
5000,51,57,17,45
5050,39,57,17,61
5100,32,57,17,77
5150,36,57,17,87
5200,48,57,17,88
5250,58,57,17,80
5300,61,57,17,65
5350,62,57,17,48
5400,54,57,17,34
5450,42,57,17,28
5500,32,57,17,33
5550,24,57,17,50
5600,21,57,17,73
5650,29,57,17,96
5700,44,57,17,111
5750,68,57,17,117
5800,91,57,17,111
5850,108,57,17,96
5900,114,57,17,76
5950,108,57,17,55
6000,93,57,17,40
6050,72,57,17,34
6100,54,57,17,38
6150,41,57,17,52
6200,32,57,17,69
6250,30,57,17,83
6300,33,57,17,89
6350,40,57,17,86
6400,49,57,17,74
6450,52,57,17,58
6500,52,57,17,41
6550,41,57,17,30
6600,31,57,17,29
6650,24,57,17,39
6700,18,57,17,59
6750,22,57,17,83
6800,36,57,17,103
6850,56,57,17,115
6900,78,57,17,115
6950,98,57,17,105
7000,113,57,17,88
7050,116,57,17,67
7100,106,57,17,48
7150,87,57,17,36
7200,66,57,17,34
7250,50,57,17,43
7300,38,57,17,59
7350,30,57,17,75
7400,32,57,17,86
7450,38,57,17,89
7500,48,57,17,82
7550,55,57,17,67
7600,57,57,17,50
7650,49,57,17,35
7700,38,57,17,28
7750,29,57,17,32
7800,22,57,17,47
7850,21,57,17,69
7900,25,57,17,92
7950,42,57,17,110
8000,64,57,17,116
8050,85,57,17,112
8100,107,57,17,98
8150,114,57,17,79
8200,110,57,17,58
8250,96,57,17,42
8300,77,57,17,34
8350,58,57,17,37
8400,44,57,17,49
8450,33,57,17,66
8500,30,57,17,81
8550,36,57,17,89
8600,48,57,17,87
8650,58,57,17,76
8700,61,57,17,60
8750,60,57,17,43
8800,53,57,17,31
8850,40,57,17,28
8900,30,57,17,37
8950,24,57,17,56
9000,25,57,17,80
9050,38,57,17,101
9100,58,57,17,114
9150,81,57,17,116
9200,100,57,17,107
9250,114,57,17,91
9300,118,57,17,70
9350,110,57,17,50
9400,94,57,17,37
9450,71,57,17,34
9500,54,57,17,41
9550,41,57,17,56
9600,31,57,17,73
9650,31,57,17,85
9700,36,57,17,89
9750,45,57,17,83
9800,52,57,17,70
9850,53,57,17,53
9900,50,57,17,37
9950,39,57,17,28
10000,30,57,17,30
10050,23,57,17,44
10100,18,57,17,66
10150,24,57,17,89
10200,38,57,17,108
10250,58,57,17,116
10300,81,57,17,113
10350,99,57,17,101
10400,108,57,17,82
10450,108,57,17,61
10500,99,57,17,44
10550,81,57,17,34
10600,61,57,17,36
10650,46,57,17,47
10700,35,57,17,64
10750,28,57,17,79
10800,32,57,17,88
10850,39,57,17,88
10900,49,57,17,78
10950,53,57,17,63
11000,54,57,17,46
11050,47,57,17,32
11100,36,57,17,28
11150,27,57,17,35
11200,21,57,17,53
11250,18,57,17,76
11300,29,57,17,98
11350,47,57,17,113
11400,71,57,17,116
11450,93,57,17,109
11500,109,57,17,93
11550,114,57,17,73
11600,108,57,17,53
11650,92,57,17,39
11700,72,57,17,34
11750,54,57,17,40
11800,41,57,17,54
11850,31,57,17,71
11900,29,57,17,84
11950,33,57,17,89
12000,40,57,17,85
12050,49,57,17,72
12100,52,57,17,55
12150,50,57,17,39
12200,40,57,17,29
12250,30,57,17,29
12300,23,57,17,41
12350,18,57,17,62
12400,23,57,17,86
12450,41,57,17,105
12500,64,57,17,116
12550,86,57,17,115
12600,104,57,17,103
12650,117,57,17,85
12700,117,57,17,64
12750,107,57,17,46
12800,89,57,17,35
12850,67,57,17,35
12900,51,57,17,45
12950,39,57,17,61
13000,32,57,17,77
13050,35,57,17,87
13100,43,57,17,88
13150,53,57,17,80
13200,61,57,17,65
13250,61,57,17,48
13300,52,57,17,34
13350,39,57,17,28
13400,30,57,17,33
13450,23,57,17,49
13500,19,57,17,72
13550,26,57,17,95
13600,41,57,17,111
13650,65,57,17,117
13700,87,57,17,111
13750,103,57,17,96
13800,110,57,17,76
13850,109,57,17,56
13900,94,57,17,40
13950,73,57,17,34
14000,55,57,17,38
14050,42,57,17,51
14100,32,57,17,68
14150,29,57,17,82
14200,32,57,17,89
14250,39,57,17,86
14300,49,57,17,74
14350,55,57,17,58
14400,52,57,17,41
14450,44,57,17,30
14500,33,57,17,29
14550,25,57,17,39
14600,20,57,17,59
14650,22,57,17,83
14700,33,57,17,103
14750,51,57,17,115
14800,77,57,17,115
14850,97,57,17,106
14900,112,57,17,88
14950,116,57,17,67
15000,106,57,17,48
15050,87,57,17,36
15100,66,57,17,34
15150,50,57,17,43
15200,38,57,17,59
15250,30,57,17,75
15300,32,57,17,86
15350,38,57,17,89
15400,48,57,17,82
15450,55,57,17,68
15500,57,57,17,50
15550,53,57,17,35
15600,42,57,17,28
15650,32,57,17,32
15700,24,57,17,46
15750,21,57,17,69
15800,23,57,17,92
15850,39,57,17,109
15900,64,57,17,116
15950,87,57,17,112
16000,105,57,17,99
16050,111,57,17,79
16100,110,57,17,59
16150,99,57,17,42
16200,78,57,17,34
16250,59,57,17,37
16300,45,57,17,49
16350,34,57,17,66
16400,31,57,17,81
16450,34,57,17,89
16500,41,57,17,87
16550,50,57,17,77
16600,54,57,17,60
16650,53,57,17,43
16700,46,57,17,31
16750,36,57,17,28
16800,27,57,17,37
16850,21,57,17,55
16900,20,57,17,79
16950,32,57,17,100
17000,51,57,17,114
17050,75,57,17,116
17100,96,57,17,108
17150,111,57,17,91
17200,116,57,17,70
17250,109,57,17,51
17300,90,57,17,37
17350,68,57,17,34
17400,51,57,17,41
17450,39,57,17,56
17500,30,57,17,73
17550,30,57,17,85
17600,38,57,17,89
17650,49,57,17,83
17700,58,57,17,70
17750,59,57,17,53
17800,56,57,17,37
17850,45,57,17,28
17900,34,57,17,30
17950,26,57,17,44
18000,22,57,17,65
18050,24,57,17,89
18100,40,57,17,107
18150,61,57,17,116
18200,84,57,17,114
18250,102,57,17,101
18300,114,57,17,82
18350,113,57,17,62
18400,103,57,17,44
18450,81,57,17,35
18500,61,57,17,36
18550,46,57,17,47
18600,35,57,17,63
18650,30,57,17,79
18700,35,57,17,88
